-BEGIN HEADER-,,,,,,,,
NASA/POWER CERES/MERRA2 Native Resolution Hourly Data ,,,,,,,,
Dates (month/day/year): 01/01/2021 through 12/31/2021 ,,,,,,,,
Location: Latitude  51.4919   Longitude 10.8757 ,,,,,,,,
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 357.57 meters,,,,,,,,
Value for missing model data cannot be computed or out of model availability range: -999 ,,,,,,,,
Parameter(s): ,,,,,,,,
PS        MERRA-2 Surface Pressure (kPa) ,,,,,,,,
T2M       MERRA-2 Temperature at 2 Meters (C) ,,,,,,,,
WS10M     MERRA-2 Wind Speed at 10 Meters (m/s) ,,,,,,,,
WS50M     MERRA-2 Wind Speed at 50 Meters (m/s) ,,,,,,,,
WSC       MERRA-2 Corrected Wind Speed (Adjusted For Elevation) (m/s) ,,,,,,,,
Message(s): ,,,,,,,,
Corrected Wind Speed has a custom surface implemented: Airport: flat rough grass (airportgrass) ,,,,,,,,
-END HEADER-,,,,,,,,
YEAR,MO,DY,HR,PS,T2M,WS10M,WS50M,WSC
2021,4,6,17,98.04,15.8,2.36,5.14,3.92
2021,4,6,18,98.07,12.05,2.95,5.88,4.79
2021,4,6,19,98.13,9.98,3.32,6.44,5.32
2021,4,6,20,98.18,9.22,3.42,6.87,5.43
2021,4,6,21,98.21,8.61,3.45,7.07,5.45
2021,4,6,22,98.24,8.01,3.42,7.13,5.4
2021,4,6,23,98.27,7.44,3.4,7.26,5.35
2021,4,7,0,98.31,7.05,3.5,7.32,5.5
2021,4,7,1,98.35,6.34,3.48,7.02,5.51
2021,4,7,2,98.4,5.45,3.35,6.73,5.33
2021,4,7,3,98.47,5.03,3.18,6.41,5.1
2021,4,7,4,98.55,5.15,2.99,5.78,4.87
2021,4,7,5,98.62,5.39,2.82,5,4.7
2021,4,7,6,98.7,6.58,3.16,4.55,5.35
2021,4,7,7,98.77,7.62,3.04,3.65,5.31
2021,4,7,8,98.83,9.05,2.97,3.77,5.16
2021,4,7,9,98.88,11.61,3.58,4.38,6.09
2021,4,7,10,98.91,13.79,3.33,3.93,5.75
2021,4,7,11,98.92,15.38,2.95,3.38,5.21
2021,4,7,12,98.91,16.39,2.63,2.95,4.74
2021,4,7,13,98.88,16.97,2.41,2.67,4.42
2021,4,7,14,98.85,17.09,2.29,2.55,4.22
2021,4,7,15,98.82,17.07,2.33,2.67,4.27
2021,4,7,16,98.79,16.53,2.47,3.19,4.4
2021,4,7,17,98.78,15.3,2.22,4.17,3.81
2021,4,7,18,98.78,13.07,2.44,5.72,3.98
2021,4,7,19,98.81,11.83,3.06,7.04,4.84
2021,4,7,20,98.82,11.25,3.36,7.33,5.29
2021,4,7,21,98.83,10.37,3.41,7.29,5.36
2021,4,7,22,98.83,9.47,3.4,7.24,5.36
2021,4,7,23,98.82,8.44,3.34,7.1,5.28
2021,4,8,0,98.8,7.42,3.26,6.91,5.17
2021,4,8,1,98.77,6.83,3.17,6.68,5.06
2021,4,8,2,98.72,6.64,3.13,6.42,5.02
2021,4,8,3,98.69,6.6,3.12,6.12,5.05
2021,4,8,4,98.66,6.57,3.26,5.75,5.31
2021,4,8,5,98.63,6.52,3.33,5.4,5.49
2021,4,8,6,98.61,7.4,3.27,5.07,5.44
2021,4,8,7,98.58,9.19,3.47,4.31,5.9
2021,4,8,8,98.55,11.49,3.15,3.75,5.47
2021,4,8,9,98.5,14.33,3.06,3.68,5.34
2021,4,8,10,98.45,17.03,3.15,3.83,5.46
2021,4,8,11,98.4,18.49,2.77,3.3,4.92
2021,4,8,12,98.34,19.14,2.38,2.78,4.32
2021,4,8,13,98.28,19.48,1.95,2.25,3.67
2021,4,8,14,98.22,19.59,1.46,1.65,2.88
2021,4,8,15,98.16,19.44,1.07,1.18,2.21
2021,4,8,16,98.11,19.02,0.87,1,1.85
2021,4,8,17,98.08,18.13,0.67,0.91,1.44
2021,4,8,18,98.07,16.51,0.63,0.87,1.36
2021,4,8,19,98.07,15.35,0.72,0.96,1.54
2021,4,8,20,98.08,14.48,0.95,1.28,1.95
2021,4,8,21,98.06,13.83,1.22,1.68,2.4
2021,4,8,22,98.03,12.82,1.49,2.1,2.83
2021,4,8,23,98,11.28,1.79,2.63,3.29
2021,4,9,0,97.98,9.84,2.14,3.28,3.79
2021,4,9,1,97.95,8.62,2.39,3.77,4.15
2021,4,9,2,97.94,7.72,2.41,3.97,4.16
2021,4,9,3,97.96,7.08,2.27,4.01,3.91
2021,4,9,4,97.98,6.65,2.29,4.36,3.89
2021,4,9,5,98.02,6.09,2.45,5.05,4.07
2021,4,9,6,98.06,7.21,2.84,5.04,4.72
2021,4,9,7,98.12,8.96,3.25,4.09,5.58
2021,4,9,8,98.16,11.05,3.21,4.01,5.52
2021,4,9,9,98.19,13.08,3.42,4.13,5.86
2021,4,9,10,98.19,14.76,3.07,3.61,5.36
2021,4,9,11,98.19,16.17,2.94,3.45,5.17
2021,4,9,12,98.18,17.08,3.29,3.88,5.69
2021,4,9,13,98.17,17.32,3.72,4.47,6.3
2021,4,9,14,98.15,17.38,4.14,5.06,6.88
2021,4,9,15,98.14,17.11,4.38,5.54,7.19
2021,4,9,16,98.15,16.41,4.4,5.89,7.15
2021,4,9,17,98.17,15.06,3.68,5.95,5.98
2021,4,9,18,98.2,12.53,2.89,6.38,4.64
2021,4,9,19,98.25,10.82,3.03,6.68,4.83
2021,4,9,20,98.29,10.13,2.99,6.45,4.79
2021,4,9,21,98.31,9.44,2.85,5.99,4.61
2021,4,9,22,98.32,8.62,2.64,5.46,4.35
2021,4,9,23,98.33,7.73,2.36,4.74,3.96
2021,4,10,0,98.35,6.8,2.05,4.03,3.53
2021,4,10,1,98.34,5.9,1.86,3.48,3.27
2021,4,10,2,98.34,5.1,1.73,3.05,3.09
2021,4,10,3,98.35,4.45,1.68,2.76,3.06
2021,4,10,4,98.36,4,1.67,2.63,3.05
2021,4,10,5,98.37,3.71,1.59,2.56,2.93
2021,4,10,6,98.38,5.07,1.64,2.17,3.1
2021,4,10,7,98.39,6.41,1.29,1.42,2.59
2021,4,10,8,98.4,9.25,1.21,1.34,2.46
2021,4,10,9,98.4,11.95,1.83,2.07,3.48
2021,4,10,10,98.38,13.48,2.29,2.56,4.21
2021,4,10,11,98.35,14.34,2.64,2.98,4.76
2021,4,10,12,98.31,14.71,3.05,3.48,5.37
2021,4,10,13,98.28,14.71,3.51,4.06,6.03
2021,4,10,14,98.26,14.33,3.98,4.72,6.69
2021,4,10,15,98.25,13.47,4.22,5.29,6.96
2021,4,10,16,98.24,12.25,4.15,5.57,6.8
2021,4,10,17,98.24,10.61,3.44,5.53,5.65
2021,4,10,18,98.25,8.26,2.65,5.8,4.31
2021,4,10,19,98.28,6.16,2.7,6.26,4.35
2021,4,10,20,98.31,4.81,2.78,6.28,4.48
2021,4,10,21,98.32,3.66,2.81,6.07,4.54
2021,4,10,22,98.32,2.77,2.75,5.72,4.49
2021,4,10,23,98.32,2.12,2.64,5.29,4.36
2021,4,11,0,98.32,1.58,2.48,4.84,4.16
2021,4,11,1,98.31,1.04,2.41,4.42,4.09
2021,4,11,2,98.32,0.77,2.35,4.04,4.04
2021,4,11,3,98.32,0.59,2.26,3.77,3.93
2021,4,11,4,98.32,0.31,2.22,3.6,3.89
2021,4,11,5,98.34,0.05,2.2,3.52,3.85
2021,4,11,6,98.36,2.04,1.88,3.44,3.32
2021,4,11,7,98.39,4.69,2.25,2.7,4.1
2021,4,11,8,98.41,7.66,2.49,2.99,4.48
2021,4,11,9,98.42,9.8,2.53,2.94,4.57
2021,4,11,10,98.4,11.45,2.44,2.82,4.43
2021,4,11,11,98.37,12.94,2.36,2.72,4.31
2021,4,11,12,98.33,14.15,2.29,2.62,4.2
2021,4,11,13,98.27,15.01,2.25,2.56,4.15
2021,4,11,14,98.21,15.5,2.2,2.51,4.07
2021,4,11,15,98.17,15.53,2.2,2.53,4.06
2021,4,11,16,98.13,15.1,2.27,2.76,4.13
2021,4,11,17,98.09,13.83,2.11,3.37,3.73
2021,4,11,18,98.08,10.44,2.23,4.55,3.77
2021,4,11,19,98.07,7.9,2.81,5.64,4.59
2021,4,11,20,98.05,7.03,2.96,6.24,4.77
2021,4,11,21,98.03,6.27,3.04,6.42,4.88
2021,4,11,22,97.99,5.52,3.06,6.46,4.9
2021,4,11,23,97.95,4.81,3.04,6.47,4.88
2021,4,12,0,97.9,4.22,3.02,6.36,4.85
2021,4,12,1,97.84,3.77,3.02,6.34,4.86
2021,4,12,2,97.78,3.49,3.1,6.59,4.95
2021,4,12,3,97.73,3.44,3.24,6.94,5.14
2021,4,12,4,97.68,3.44,3.35,6.97,5.31
2021,4,12,5,97.64,3.29,3.34,6.99,5.29
2021,4,12,6,97.6,5.33,3.42,6.49,5.48
2021,4,12,7,97.58,7.81,3.96,4.97,6.61
2021,4,12,8,97.55,10.33,3.3,3.78,5.74
2021,4,12,9,97.52,13.58,3.25,4.02,5.6
2021,4,12,10,97.48,16.36,3.66,4.58,6.18
2021,4,12,11,97.42,18.26,3.73,4.69,6.27
2021,4,12,12,97.35,19.35,3.81,4.82,6.38
2021,4,12,13,97.28,19.73,3.85,4.91,6.43
2021,4,12,14,97.22,19.63,3.84,5.01,6.39
2021,4,12,15,97.16,19.26,3.68,5.04,6.12
2021,4,12,16,97.11,18.47,3.33,4.89,5.57
2021,4,12,17,97.08,16.86,2.28,4.62,3.85
2021,4,12,18,97.06,13.71,2.4,4.85,4.02
2021,4,12,19,97.06,11.39,2.69,4.95,4.48
2021,4,12,20,97.06,10.44,2.72,4.96,4.53
2021,4,12,21,97.04,9.59,2.72,4.91,4.54
2021,4,12,22,97.02,8.8,2.75,4.95,4.58
2021,4,12,23,96.99,8.06,2.78,5.08,4.62
2021,4,13,0,96.95,7.3,2.86,5.36,4.71
2021,4,13,1,96.91,6.55,2.99,5.92,4.86
2021,4,13,2,96.91,6.32,3.13,6.54,5.01
2021,4,13,3,96.94,6.33,3.47,6.91,5.5
2021,4,13,4,97.01,6.52,4.16,7.34,6.53
2021,4,13,5,97.1,6.37,4.87,7.59,7.62
2021,4,13,6,97.2,5.9,6.27,8.58,9.63
2021,4,13,7,97.29,5.12,7.16,9.48,10.84
2021,4,13,8,97.36,4.83,7.15,9.27,10.86
2021,4,13,9,97.42,5.06,7.19,9.24,10.92
2021,4,13,10,97.47,5.72,7.36,9.42,11.15
2021,4,13,11,97.51,6.82,7.65,9.76,11.52
2021,4,13,12,97.54,7.69,7.81,9.95,11.73
2021,4,13,13,97.54,8.15,7.61,9.69,11.48
2021,4,13,14,97.53,8.2,7.29,9.29,11.06
2021,4,13,15,97.5,7.9,7.02,9.05,10.69
2021,4,13,16,97.49,7.31,6.83,9.05,10.4
2021,4,13,17,97.49,6.25,6.5,9.1,9.9
2021,4,13,18,97.52,4.45,5.47,8.92,8.35
2021,4,13,19,97.59,2.78,5.3,9.16,8.06
2021,4,13,20,97.67,1.63,5.11,8.72,7.83
2021,4,13,21,97.73,0.61,4.88,8.23,7.54
2021,4,13,22,97.75,-0.24,4.34,7.65,6.78
2021,4,13,23,97.76,-0.64,4.37,7.58,6.84
2021,4,14,0,97.76,-0.48,4.43,7.37,6.97
2021,4,14,1,97.74,-0.24,4.37,7.2,6.9
2021,4,14,2,97.74,-0.33,4.13,7.03,6.53
2021,4,14,3,97.76,-0.81,3.72,6.84,5.91
2021,4,14,4,97.79,-1.3,3.66,6.82,5.81
2021,4,14,5,97.84,-1.29,3.97,6.74,6.32
2021,4,14,6,97.9,-0.34,4.66,6.44,7.48
2021,4,14,7,97.94,1,4.96,6.47,7.95
2021,4,14,8,97.99,2.5,4.99,6.36,8.02
2021,4,14,9,98.04,3.73,4.65,5.81,7.58
2021,4,14,10,98.07,4.88,4.12,5.07,6.85
2021,4,14,11,98.08,6.05,3.89,4.77,6.53
2021,4,14,12,98.09,7.14,4.12,5.07,6.85
2021,4,14,13,98.09,8,4.5,5.56,7.37
2021,4,14,14,98.07,8.38,4.61,5.74,7.53
2021,4,14,15,98.04,8.36,4.53,5.67,7.4
2021,4,14,16,98.04,7.94,4.51,5.76,7.36
2021,4,14,17,98.05,7.05,4.21,5.76,6.87
2021,4,14,18,98.06,5.38,2.78,5.42,4.57
2021,4,14,19,98.11,3.34,2.63,5.45,4.32
2021,4,14,20,98.15,2.71,2.69,5.46,4.42
2021,4,14,21,98.15,1.57,2.63,5.31,4.34
2021,4,14,22,98.16,0.76,2.66,5.26,4.39
2021,4,14,23,98.17,0.05,2.55,5,4.26
2021,4,15,0,98.17,-0.24,2.42,4.68,4.06
2021,4,15,1,98.16,-0.85,2.26,4.32,3.84
2021,4,15,2,98.16,-1.27,2.1,3.98,3.61
2021,4,15,3,98.15,-1.46,2.11,3.98,3.63
2021,4,15,4,98.15,-1.7,2.23,4.15,3.82
2021,4,15,5,98.16,-1.74,2.38,4.48,4.03
2021,4,15,6,98.18,0.26,3.25,4.43,5.51
2021,4,15,7,98.2,2.23,3.71,4.7,6.24
2021,4,15,8,98.2,4.6,4.6,5.84,7.49
2021,4,15,9,98.2,6.11,4.79,6.03,7.76
2021,4,15,10,98.19,7.48,4.66,5.83,7.58
2021,4,15,11,98.17,9.13,4.47,5.55,7.34
2021,4,15,12,98.14,10.85,4.25,5.24,7.03
2021,4,15,13,98.1,12.16,3.94,4.83,6.59
2021,4,15,14,98.04,13.01,3.62,4.44,6.13
2021,4,15,15,97.99,13.29,3.33,4.14,5.7
2021,4,15,16,97.94,13.08,3.1,4.02,5.33
2021,4,15,17,97.91,12.23,2.32,3.69,4.05
2021,4,15,18,97.9,9.5,1.87,3.36,3.31
2021,4,15,19,97.9,8.18,1.86,2.77,3.38
2021,4,15,20,97.89,8.61,1.44,2.03,2.74
2021,4,15,21,97.88,8.23,1.48,2.09,2.8
2021,4,15,22,97.85,6.86,2.01,3,3.62
2021,4,15,23,97.83,5.44,2.56,4.06,4.4
2021,4,16,0,97.8,4.31,2.92,4.92,4.88
2021,4,16,1,97.76,3.65,2.95,5.49,4.84
2021,4,16,2,97.73,3.31,2.97,5.68,4.86
2021,4,16,3,97.71,2.95,2.91,5.59,4.77
2021,4,16,4,97.7,2.55,2.86,5.48,4.69
2021,4,16,5,97.68,2.41,2.81,5.47,4.62
2021,4,16,6,97.67,5,2.55,5.24,4.23
2021,4,16,7,97.66,7.4,2.91,3.62,5.09
2021,4,16,8,97.64,9.57,2,2.32,3.74
2021,4,16,9,97.62,12.89,1.97,2.46,3.64
2021,4,16,10,97.59,15.19,1.78,2.14,3.36
2021,4,16,11,97.55,16.73,1.83,2.24,3.45
2021,4,16,12,97.5,17.83,2.25,2.79,4.09
2021,4,16,13,97.46,18.58,2.74,3.42,4.82
2021,4,16,14,97.39,18.9,3.1,3.92,5.35
2021,4,16,15,97.33,18.82,3.24,4.26,5.53
2021,4,16,16,97.28,18.43,3.02,4.23,5.16
2021,4,16,17,97.24,17.18,1.99,3.74,3.46
2021,4,16,18,97.23,13.98,1.84,3.53,3.23
2021,4,16,19,97.26,11.77,2.27,4.6,3.84
2021,4,16,20,97.3,10.9,2.84,5.84,4.63
2021,4,16,21,97.33,9.32,3.12,6.13,5.04
2021,4,16,22,97.37,8.05,3.07,6.36,4.94
2021,4,16,23,97.41,7.02,2.98,6.33,4.79
2021,4,17,0,97.44,6.12,2.87,6,4.66
2021,4,17,1,97.45,5.46,2.6,5.41,4.27
2021,4,17,2,97.47,5.26,2.26,4.57,3.81
2021,4,17,3,97.48,5.44,2.38,3.86,4.13
2021,4,17,4,97.49,4.88,2.11,3.18,3.76
2021,4,17,5,97.51,4.65,1.92,2.57,3.54
2021,4,17,6,97.52,5.1,1.75,2.06,3.34
2021,4,17,7,97.55,6.75,1.72,2,3.3
2021,4,17,8,97.57,9.03,1.82,2.05,3.47
2021,4,17,9,97.57,11.72,2.17,2.43,4.03
2021,4,17,10,97.56,14.08,2.24,2.42,4.17
2021,4,17,11,97.52,15.69,1.95,2,3.72
2021,4,17,12,97.48,16.8,1.66,1.64,3.27
2021,4,17,13,97.43,17.51,1.66,1.66,3.26
2021,4,17,14,97.39,17.77,1.95,2.07,3.7
2021,4,17,15,97.36,17.58,2.33,2.57,4.29
2021,4,17,16,97.35,16.97,2.58,3.07,4.62
2021,4,17,17,97.36,15.83,2.5,3.69,4.35
2021,4,17,18,97.36,12.89,2.26,4.9,3.78
2021,4,17,19,97.4,9.87,2.77,6.01,4.49
2021,4,17,20,97.44,8.8,2.82,6.2,4.55
2021,4,17,21,97.45,7.94,2.77,5.81,4.51
2021,4,17,22,97.45,7.23,2.65,5.39,4.36
2021,4,17,23,97.45,6.54,2.59,5.22,4.29
2021,4,18,0,97.45,5.94,2.57,5.15,4.26
2021,4,18,1,97.43,5.4,2.58,5.11,4.29
2021,4,18,2,97.42,4.98,2.55,5.14,4.24
2021,4,18,3,97.42,4.65,2.51,5.25,4.15
2021,4,18,4,97.43,4.43,2.49,5.24,4.12
2021,4,18,5,97.45,4.36,2.46,5.02,4.09
2021,4,18,6,97.47,5.73,2.96,4.53,5.01
2021,4,18,7,97.49,7.21,3.11,3.65,5.44
2021,4,18,8,97.5,9.67,3.27,3.98,5.64
2021,4,18,9,97.5,12.48,3.87,4.67,6.51
2021,4,18,10,97.49,14.73,3.72,4.4,6.32
2021,4,18,11,97.46,16.34,3.15,3.61,5.5
2021,4,18,12,97.41,17.55,2.34,2.57,4.31
2021,4,18,13,97.36,18.19,1.54,1.62,3.04
2021,4,18,14,97.31,18.29,1.13,1.13,2.36
2021,4,18,15,97.27,18,1.2,1.34,2.44
2021,4,18,16,97.25,17.22,1.35,2.05,2.58
2021,4,18,17,97.25,15.79,1.7,3.28,3.02
2021,4,18,18,97.26,14,2.22,4.47,3.75
2021,4,18,19,97.31,12.33,2.73,5.13,4.53
2021,4,18,20,97.35,11.23,3.1,5.49,5.1
2021,4,18,21,97.37,10.21,3.23,5.69,5.28
2021,4,18,22,97.39,9.19,3.41,5.76,5.57
2021,4,18,23,97.39,8.22,3.65,5.58,5.98
2021,4,19,0,97.4,7.3,3.75,5.28,6.2
2021,4,19,1,97.41,6.4,3.88,5.25,6.41
2021,4,19,2,97.44,5.37,3.99,5.27,6.59
2021,4,19,3,97.5,4.37,3.82,5.04,6.35
2021,4,19,4,97.56,3.61,3.4,4.44,5.76
2021,4,19,5,97.59,3.25,3.04,3.94,5.26
2021,4,19,6,97.61,3.55,3.12,3.9,5.39
2021,4,19,7,97.64,4.98,3.72,4.55,6.29
2021,4,19,8,97.69,7.14,4.74,5.92,7.71
2021,4,19,9,97.73,9.2,5.68,7.12,8.98
2021,4,19,10,97.76,10.65,6.18,7.73,9.64
2021,4,19,11,97.78,11.71,6.26,7.79,9.76
2021,4,19,12,97.78,12.51,6.23,7.74,9.71
2021,4,19,13,97.77,13.01,6.16,7.67,9.63
2021,4,19,14,97.77,13.13,6.11,7.65,9.54
2021,4,19,15,97.75,12.87,6.08,7.74,9.48
2021,4,19,16,97.74,12.2,6.11,8.03,9.47
2021,4,19,17,97.75,11.01,5.88,8.26,9.08
2021,4,19,18,97.77,8.89,4.79,8.05,7.42
2021,4,19,19,97.81,6.03,3.93,7.96,6.11
2021,4,19,20,97.86,4.79,4.13,8.08,6.4
2021,4,19,21,97.9,3.76,4.07,7.86,6.33
2021,4,19,22,97.94,2.88,3.87,7.59,6.05
2021,4,19,23,97.98,2.18,3.78,7.42,5.93
2021,4,20,0,97.99,1.57,3.78,7.29,5.95
2021,4,20,1,97.99,0.99,3.76,7.13,5.94
2021,4,20,2,98,0.44,3.69,6.97,5.85
2021,4,20,3,98,-0.01,3.68,6.92,5.84
2021,4,20,4,98.02,-0.37,3.9,7.16,6.16
2021,4,20,5,98.04,-0.42,4.15,7.27,6.54
2021,4,20,6,98.06,1.3,4.87,6.42,7.82
2021,4,20,7,98.08,3.9,5.11,6.44,8.19
2021,4,20,8,98.1,7.09,7.07,9.48,10.7
2021,4,20,9,98.12,9.01,8.35,10.96,12.36
2021,4,20,10,98.1,10.31,8.66,11.23,12.78
2021,4,20,11,98.06,11.37,8.71,11.24,12.85
2021,4,20,12,98,12.18,8.72,11.27,12.86
2021,4,20,13,97.94,12.76,8.74,11.39,12.87
2021,4,20,14,97.89,12.93,8.74,11.5,12.84
2021,4,20,15,97.85,12.8,8.59,11.5,12.63
2021,4,20,16,97.83,12.34,8.32,11.4,12.25
2021,4,20,17,97.83,11.37,7.68,11.02,11.36
2021,4,20,18,97.84,9.58,6.48,10.44,9.67
2021,4,20,19,97.88,7.35,5.82,10.41,8.69
2021,4,20,20,97.93,6.12,5.51,9.86,8.28
2021,4,20,21,97.96,5.21,5.18,9.16,7.88
2021,4,20,22,97.97,4.3,4.76,8.64,7.31
2021,4,20,23,97.97,3.62,4.71,8.49,7.24
2021,4,21,0,97.95,3.06,4.71,8.4,7.26
2021,4,21,1,97.94,2.47,4.69,8.28,7.25
2021,4,21,2,97.93,1.87,4.62,8.12,7.15
2021,4,21,3,97.93,1.3,4.56,7.97,7.09
2021,4,21,4,97.93,0.73,4.5,7.79,7.02
2021,4,21,5,97.94,0.5,4.64,7.63,7.26
2021,4,21,6,97.95,2.01,5.43,7,8.59
2021,4,21,7,97.98,4.48,6.25,8.08,9.68
2021,4,21,8,97.98,7.27,7.39,9.69,11.14
2021,4,21,9,97.98,9.57,8.74,11.53,12.84
2021,4,21,10,97.96,11.04,9.26,12.15,13.5
2021,4,21,11,97.96,12.26,9.33,12.21,13.59
2021,4,21,12,97.94,13.23,9.27,12.15,13.51
2021,4,21,13,97.93,13.89,9.22,12.15,13.44
2021,4,21,14,97.89,14.23,9.09,12.11,13.26
2021,4,21,15,97.85,14.22,8.89,12.01,12.98
2021,4,21,16,97.83,13.9,8.52,11.79,12.48
2021,4,21,17,97.82,13.05,7.78,11.32,11.47
2021,4,21,18,97.84,11.33,6.79,10.93,10.06
2021,4,21,19,97.89,8.74,5.35,9.65,8.07
2021,4,21,20,97.95,7.3,4.86,9.16,7.39
2021,4,21,21,97.99,6.45,4.74,8.97,7.23
2021,4,21,22,98.02,5.6,4.49,8.58,6.89
2021,4,21,23,98.06,4.76,4.23,8.21,6.54
2021,4,22,0,98.07,4.1,4.2,8.07,6.51
2021,4,22,1,98.06,3.49,4.21,7.96,6.53
2021,4,22,2,98.06,2.87,4.15,7.76,6.47
2021,4,22,3,98.06,2.26,4,7.5,6.26
2021,4,22,4,98.06,1.66,3.84,7.21,6.06
2021,4,22,5,98.08,1.46,3.8,6.93,6.02
2021,4,22,6,98.11,3.37,4.46,5.91,7.24
2021,4,22,7,98.13,5.86,4.47,5.4,7.35
2021,4,22,8,98.15,9.19,6.05,8.13,9.37
2021,4,22,9,98.15,11.4,7.23,9.52,10.94
2021,4,22,10,98.15,12.99,7.71,10.15,11.55
2021,4,22,11,98.11,14.26,7.86,10.32,11.75
2021,4,22,12,98.08,15.15,7.71,10.09,11.56
2021,4,22,13,98.04,15.71,7.5,9.83,11.29
2021,4,22,14,97.99,15.92,7.29,9.64,11.01
2021,4,22,15,97.95,15.77,7.07,9.51,10.69
2021,4,22,16,97.93,15.26,6.76,9.39,10.25
2021,4,22,17,97.93,14.28,5.98,9.06,9.11
2021,4,22,18,97.95,12.18,4.59,8.62,7.05
2021,4,22,19,97.98,9.43,4.09,8.68,6.27
2021,4,22,20,98.03,8.23,3.99,8.45,6.14
2021,4,22,21,98.04,7.3,3.78,8.03,5.86
2021,4,22,22,98.04,6.31,3.41,7.34,5.36
2021,4,22,23,98.04,5.43,3.19,6.82,5.07
2021,4,23,0,98.05,4.65,3.05,6.41,4.89
2021,4,23,1,98.05,3.94,2.92,5.98,4.74
2021,4,23,2,98.04,3.32,2.84,5.66,4.64
2021,4,23,3,98.05,2.8,2.76,5.48,4.54
2021,4,23,4,98.06,2.22,2.72,5.45,4.48
2021,4,23,5,98.07,2.42,2.64,5.34,4.36
2021,4,23,6,98.1,5.59,2.61,4.45,4.43
2021,4,23,7,98.11,8.19,2.68,3.12,4.78
2021,4,23,8,98.12,11.48,3.41,4.65,5.74
2021,4,23,9,98.1,13.57,4.78,6.18,7.71
2021,4,23,10,98.06,14.81,4.91,6.26,7.9
2021,4,23,11,98.02,15.98,4.77,6.03,7.73
2021,4,23,12,97.96,16.92,4.5,5.68,7.36
2021,4,23,13,97.89,17.62,4.08,5.13,6.77
2021,4,23,14,97.81,18.01,3.58,4.51,6.05
2021,4,23,15,97.74,18.09,3.01,3.83,5.22
2021,4,23,16,97.68,17.86,2.52,3.33,4.46
2021,4,23,17,97.62,17,1.9,2.95,3.43
2021,4,23,18,97.59,14.69,1.74,2.8,3.15
2021,4,23,19,97.57,12.72,1.98,2.92,3.57
2021,4,23,20,97.56,11.83,2.04,2.99,3.67
2021,4,23,21,97.51,11.24,2.02,2.94,3.63
2021,4,23,22,97.46,10.62,1.98,2.88,3.58
2021,4,23,23,97.4,9.76,2.09,3.07,3.74
2021,4,24,0,97.33,8.4,2.48,3.82,4.3
2021,4,24,1,97.25,7.15,2.89,4.9,4.83
2021,4,24,2,97.17,6.47,2.98,5.89,4.84
2021,4,24,3,97.12,6.24,3.08,6.68,4.92
2021,4,24,4,97.07,6.61,3.15,7.02,4.98
2021,4,24,5,97.02,6.87,3.15,6.77,5.02
2021,4,24,6,97,7.83,3.34,6.18,5.39
2021,4,24,7,96.98,8.82,3.78,5.24,6.25
2021,4,24,8,96.96,10.01,3.68,4.56,6.21
2021,4,24,9,96.94,11.91,3.79,4.75,6.36
2021,4,24,10,96.92,15.02,4.46,5.76,7.27
2021,4,24,11,96.88,17.16,5.19,6.71,8.28
2021,4,24,12,96.84,17.98,5.74,7.35,9.03
2021,4,24,13,96.81,18.1,6,7.68,9.37
2021,4,24,14,96.77,17.84,6.09,7.86,9.48
2021,4,24,15,96.73,17.35,6.09,8.03,9.45
2021,4,24,16,96.7,16.56,6.05,8.26,9.34
2021,4,24,17,96.67,15.24,5.48,8.16,8.48
2021,4,24,18,96.68,12.93,4.29,7.97,6.67
2021,4,24,19,96.7,9.96,3.44,7.41,5.41
2021,4,24,20,96.74,8.38,3.49,7.41,5.47
2021,4,24,21,96.77,7.26,3.6,7.48,5.65
2021,4,24,22,96.78,6.14,3.6,7.32,5.67
2021,4,24,23,96.77,5.08,3.75,7.4,5.89
2021,4,25,0,96.77,4.58,4.57,7.74,7.13
2021,4,25,1,96.77,4.05,4.89,7.87,7.6
2021,4,25,2,96.78,3.48,4.98,8.01,7.73
2021,4,25,3,96.81,3.65,5.46,7.98,8.49
2021,4,25,4,96.84,3.24,4.71,7.03,7.45
2021,4,25,5,96.88,3.53,4.63,6.39,7.43
2021,4,25,6,96.91,4.12,4.54,6.01,7.36
2021,4,25,7,96.95,4.94,4.7,6.25,7.58
2021,4,25,8,97,6.16,5,6.6,7.99
2021,4,25,9,97.05,7.3,4.8,6.21,7.74
2021,4,25,10,97.08,8.48,4.35,5.54,7.14
2021,4,25,11,97.09,10.4,3.91,4.87,6.53
2021,4,25,12,97.06,11.95,3.48,4.3,5.93
2021,4,25,13,97.03,12.84,3.21,3.96,5.54
2021,4,25,14,96.98,13.35,3.12,3.85,5.4
2021,4,25,15,96.94,13.44,3.1,3.84,5.37
2021,4,25,16,96.91,13.14,3.01,3.8,5.22
2021,4,25,17,96.89,12.43,2.7,3.68,4.71
2021,4,25,18,96.89,10.93,1.7,3.42,2.99
2021,4,25,19,96.9,8.68,1.89,3.31,3.35
2021,4,25,20,96.92,8.12,1.87,3.02,3.37
2021,4,25,21,96.93,8.08,1.66,2.59,3.06
2021,4,25,22,96.94,7.87,1.47,2.2,2.77
2021,4,25,23,96.93,7.54,1.27,1.86,2.46
2021,4,26,0,96.93,7.08,1.04,1.49,2.07
2021,4,26,1,96.92,6.8,0.76,1.06,1.61
